Ship Mode,Segment,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,ship_days,order_month,order_quarter,order_dayofweek,order_year,order_day,is_profitable,high_discount,is_standard_shipping
Standard Class,Consumer,Detroit,Michigan,48227,Central,Office Supplies,Binders,64.75,5,0.0,4,8,3,0,2015,10,1,0,1
Standard Class,Corporate,Milwaukee,Wisconsin,53209,Central,Office Supplies,Binders,38.82,6,0.0,6,10,4,5,2017,21,1,0,1
Standard Class,Corporate,Milwaukee,Wisconsin,53209,Central,Office Supplies,Binders,21.9,5,0.0,6,10,4,5,2017,21,1,0,1
Standard Class,Corporate,Jackson,Mississippi,39212,South,Office Supplies,Binders,11.43,3,0.0,4,3,1,0,2014,17,1,0,1
Standard Class,Corporate,Jackson,Mississippi,39212,South,Office Supplies,Binders,30.44,2,0.0,4,3,1,0,2014,17,1,0,1
Standard Class,Home Office,Henderson,Kentucky,42420,South,Office Supplies,Binders,609.98,2,0.0,4,1,1,0,2014,6,1,0,1
Standard Class,Home Office,Fargo,North Dakota,58103,Central,Office Supplies,Binders,25.9,5,0.0,5,12,4,3,2017,28,1,0,1
Standard Class,Corporate,Columbus,Indiana,47201,Central,Office Supplies,Binders,497.94,3,0.0,5,11,4,0,2017,27,1,0,1
Standard Class,Corporate,Springfield,Virginia,22153,South,Office Supplies,Binders,122.94,3,0.0,4,3,1,4,2014,21,1,0,1
Standard Class,Consumer,Detroit,Michigan,48234,Central,Office Supplies,Binders,146.86,7,0.0,4,4,2,3,2017,20,1,0,1
Standard Class,Consumer,Detroit,Michigan,48234,Central,Office Supplies,Binders,36.56,4,0.0,4,4,2,3,2017,20,1,0,1
Standard Class,Corporate,Fremont,Nebraska,68025,Central,Office Supplies,Binders,53.9,5,0.0,4,6,2,3,2017,1,1,0,1
Standard Class,Home Office,Providence,Rhode Island,2908,East,Office Supplies,Binders,30.4,1,0.0,4,10,4,1,2016,4,1,0,1
Standard Class,Corporate,Jackson,Michigan,49201,Central,Office Supplies,Binders,17.3,1,0.0,4,11,4,4,2016,25,1,0,1
Standard Class,Corporate,Waterbury,Connecticut,6708,East,Office Supplies,Binders,7.96,2,0.0,5,6,2,4,2016,17,1,0,1
Standard Class,Consumer,Arlington,Virginia,22204,South,Office Supplies,Binders,34.6,2,0.0,6,6,2,3,2015,18,1,0,1
Standard Class,Consumer,Arlington,Virginia,22204,South,Office Supplies,Binders,33.02,2,0.0,6,6,2,3,2015,18,1,0,1
Standard Class,Corporate,Middletown,Connecticut,6457,East,Office Supplies,Binders,26.9,5,0.0,4,10,4,4,2015,2,1,0,1
Standard Class,Home Office,Wheeling,West Virginia,26003,East,Office Supplies,Binders,82.4,5,0.0,4,6,2,2,2017,21,1,0,1
Standard Class,Home Office,Wheeling,West Virginia,26003,East,Office Supplies,Binders,6.24,2,0.0,4,6,2,2,2017,21,1,0,1
Standard Class,Consumer,Columbia,Maryland,21044,East,Office Supplies,Binders,174.3,3,0.0,4,3,1,0,2017,13,1,0,1
Standard Class,Corporate,Revere,Massachusetts,2151,East,Office Supplies,Binders,6.24,2,0.0,5,4,2,1,2014,1,1,0,1
Standard Class,Corporate,East Point,Georgia,30344,South,Office Supplies,Binders,165.98,1,0.0,6,6,2,1,2015,23,1,0,1
Standard Class,Home Office,Tulsa,Oklahoma,74133,Central,Office Supplies,Binders,41.86,7,0.0,5,8,3,3,2016,11,1,0,1
Standard Class,Home Office,Tulsa,Oklahoma,74133,Central,Office Supplies,Binders,77.56,2,0.0,5,8,3,3,2016,11,1,0,1
Standard Class,Consumer,Bristol,Connecticut,6010,East,Office Supplies,Binders,25.3,5,0.0,5,8,3,5,2014,30,1,0,1
Standard Class,Consumer,Grand Rapids,Michigan,49505,Central,Office Supplies,Binders,83.7,5,0.0,4,9,3,1,2016,20,1,0,1
Standard Class,Corporate,Columbus,Georgia,31907,South,Office Supplies,Binders,32.54,2,0.0,4,3,1,6,2016,27,1,0,1
Standard Class,Corporate,Columbia,Maryland,21044,East,Office Supplies,Binders,5.4,3,0.0,4,7,3,4,2016,22,1,0,1
Standard Class,Home Office,Atlanta,Georgia,30318,South,Office Supplies,Binders,1270.99,1,0.0,6,1,1,6,2016,31,1,0,1
Standard Class,Corporate,Richmond,Virginia,23223,South,Office Supplies,Binders,46.62,9,0.0,6,9,3,6,2015,6,1,0,1
Standard Class,Home Office,Paterson,New Jersey,7501,East,Office Supplies,Binders,209.6,4,0.0,7,9,3,4,2015,11,1,0,1
Standard Class,Corporate,New Bedford,Massachusetts,2740,East,Office Supplies,Binders,12.3,5,0.0,4,12,4,6,2017,24,1,0,1
Standard Class,Corporate,Huntsville,Alabama,35810,South,Office Supplies,Binders,26.16,4,0.0,4,5,2,4,2017,19,1,0,1
Standard Class,Consumer,Fayetteville,Arkansas,72701,South,Office Supplies,Binders,1793.98,2,0.0,5,9,3,1,2014,2,1,0,1
Standard Class,Consumer,Detroit,Michigan,48205,Central,Office Supplies,Binders,9892.74,13,0.0,4,12,4,5,2016,17,1,0,1
Standard Class,Consumer,Henderson,Kentucky,42420,South,Office Supplies,Binders,5.8,1,0.0,7,2,1,1,2016,16,1,0,1
Standard Class,Consumer,Detroit,Michigan,48227,Central,Office Supplies,Binders,403.68,6,0.0,4,6,2,0,2015,1,1,0,1
Standard Class,Corporate,Detroit,Michigan,48234,Central,Office Supplies,Binders,138.56,4,0.0,5,6,2,6,2014,1,1,0,1
Standard Class,Corporate,Marion,Iowa,52302,Central,Office Supplies,Binders,115.84,8,0.0,4,12,4,4,2016,2,1,0,1
Standard Class,Consumer,Henderson,Kentucky,42420,South,Office Supplies,Binders,1577.94,3,0.0,4,9,3,5,2017,2,1,0,1
Standard Class,Corporate,Broken Arrow,Oklahoma,74012,Central,Office Supplies,Binders,11.88,2,0.0,5,1,1,6,2016,3,1,0,1
Standard Class,Consumer,Detroit,Michigan,48227,Central,Office Supplies,Binders,14.67,3,0.0,4,11,4,6,2014,23,1,0,1
Standard Class,Home Office,Wilmington,Delaware,19805,East,Office Supplies,Binders,849.95,5,0.0,4,7,3,0,2017,31,1,0,1
Standard Class,Home Office,Wilmington,Delaware,19805,East,Office Supplies,Binders,11.01,3,0.0,4,7,3,0,2017,31,1,0,1
Standard Class,Corporate,Hampton,Virginia,23666,South,Office Supplies,Binders,896.99,1,0.0,5,8,3,2,2014,20,1,0,1
Standard Class,Consumer,Middletown,Connecticut,6457,East,Office Supplies,Binders,9.84,2,0.0,6,2,1,1,2017,28,1,0,1
Standard Class,Consumer,Grand Rapids,Michigan,49505,Central,Office Supplies,Binders,54.9,5,0.0,6,12,4,5,2017,9,1,0,1
Standard Class,Consumer,Louisville,Kentucky,40214,South,Office Supplies,Binders,48.81,3,0.0,4,5,2,5,2015,9,1,0,1
Standard Class,Corporate,Richmond,Kentucky,40475,South,Office Supplies,Binders,115.36,7,0.0,4,4,2,5,2014,5,1,0,1
Standard Class,Consumer,Cranston,Rhode Island,2920,East,Office Supplies,Binders,102.93,3,0.0,4,6,2,5,2017,24,1,0,1
Standard Class,Consumer,Plainfield,New Jersey,7060,East,Office Supplies,Binders,40.2,5,0.0,6,12,4,0,2017,11,1,0,1
Standard Class,Consumer,Plainfield,New Jersey,7060,East,Office Supplies,Binders,735.98,2,0.0,6,12,4,0,2017,11,1,0,1
Standard Class,Home Office,Smyrna,Georgia,30080,South,Office Supplies,Binders,119.56,2,0.0,4,6,2,6,2015,28,1,0,1
First Class,Consumer,Troy,New York,12180,East,Office Supplies,Paper,32.4,5,0.0,1,6,2,4,2016,17,1,0,0
First Class,Consumer,Troy,New York,12180,East,Office Supplies,Paper,14.56,2,0.0,1,6,2,4,2016,17,1,0,0
First Class,Consumer,Springfield,Virginia,22153,South,Office Supplies,Paper,75.88,2,0.0,2,6,2,5,2016,4,1,0,0
Second Class,Consumer,Jackson,Michigan,49201,Central,Office Supplies,Paper,19.05,3,0.0,3,9,3,3,2017,14,1,0,0
Second Class,Consumer,Minneapolis,Minnesota,55407,Central,Office Supplies,Paper,12.96,2,0.0,5,1,1,5,2015,31,1,0,0
Second Class,Consumer,Rochester,Minnesota,55901,Central,Office Supplies,Paper,23.92,4,0.0,3,12,4,3,2016,1,1,0,0
Second Class,Home Office,Lakeville,Minnesota,55044,Central,Office Supplies,Paper,47.88,6,0.0,5,6,2,6,2014,1,1,0,0
Second Class,Home Office,Lakeville,Minnesota,55044,Central,Office Supplies,Paper,25.92,4,0.0,5,6,2,6,2014,1,1,0,0
Standard Class,Corporate,Belleville,New Jersey,7109,East,Office Supplies,Paper,32.4,5,0.0,6,10,4,4,2016,28,1,0,1
Standard Class,Corporate,Belleville,New Jersey,7109,East,Office Supplies,Paper,56.91,3,0.0,6,10,4,4,2016,28,1,0,1
Standard Class,Consumer,Lowell,Massachusetts,1852,East,Office Supplies,Paper,24.56,2,0.0,4,7,3,5,2017,8,1,0,1
Second Class,Corporate,Warwick,Rhode Island,2886,East,Office Supplies,Paper,12.96,2,0.0,2,10,4,1,2017,17,1,0,0
Standard Class,Corporate,Seattle,Washington,98105,West,Office Supplies,Paper,139.86,7,0.0,4,11,4,4,2017,3,1,0,1
Standard Class,Corporate,Richmond,Kentucky,40475,South,Office Supplies,Paper,5.78,1,0.0,4,11,4,0,2017,6,1,0,1
Second Class,Consumer,Detroit,Michigan,48227,Central,Office Supplies,Paper,91.36,4,0.0,2,9,3,0,2016,5,1,0,0
Standard Class,Corporate,Lindenhurst,New York,11757,East,Office Supplies,Paper,55.48,1,0.0,4,12,4,6,2015,20,1,0,1
Standard Class,Home Office,Great Falls,Montana,59405,West,Office Supplies,Paper,11.96,2,0.0,5,1,1,6,2017,22,1,0,1
Standard Class,Corporate,Seattle,Washington,98105,West,Office Supplies,Paper,91.84,8,0.0,7,10,4,6,2017,1,1,0,1
Standard Class,Corporate,Seattle,Washington,98105,West,Office Supplies,Paper,19.44,3,0.0,7,10,4,6,2017,1,1,0,1
Standard Class,Home Office,Plainfield,New Jersey,7060,East,Office Supplies,Paper,6.48,1,0.0,4,7,3,4,2017,21,1,0,1
First Class,Consumer,Columbus,Indiana,47201,Central,Office Supplies,Paper,38.9,5,0.0,3,12,4,1,2017,5,1,0,0
First Class,Consumer,Jackson,Mississippi,39212,South,Office Supplies,Paper,19.44,3,0.0,3,7,3,5,2014,5,1,0,0
First Class,Consumer,Oceanside,New York,11572,East,Office Supplies,Paper,182.72,8,0.0,3,12,4,5,2016,3,1,0,0
Standard Class,Corporate,Green Bay,Wisconsin,54302,Central,Office Supplies,Paper,22.72,4,0.0,4,9,3,0,2017,18,1,0,1
First Class,Corporate,Rochester,New York,14609,East,Office Supplies,Paper,132.79,7,0.0,2,12,4,3,2015,24,1,0,0
First Class,Corporate,Rochester,New York,14609,East,Office Supplies,Paper,12.96,2,0.0,2,12,4,3,2015,24,1,0,0
Standard Class,Corporate,Monroe,Louisiana,71203,South,Office Supplies,Paper,12.96,2,0.0,5,3,1,5,2016,12,1,0,1
First Class,Corporate,Milwaukee,Wisconsin,53209,Central,Office Supplies,Paper,51.84,8,0.0,3,3,1,4,2015,20,1,0,0
Standard Class,Home Office,New Brunswick,New Jersey,8901,East,Office Supplies,Paper,7.61,1,0.0,5,4,2,0,2017,10,1,0,1
First Class,Consumer,Concord,New Hampshire,3301,East,Office Supplies,Paper,34.44,3,0.0,1,10,4,0,2015,19,1,0,0
First Class,Home Office,Detroit,Michigan,48227,Central,Office Supplies,Paper,4.54,1,0.0,1,6,2,0,2017,26,1,0,0
Second Class,Corporate,Auburn,New York,13021,East,Office Supplies,Paper,46.96,8,0.0,2,10,4,6,2017,29,1,0,0
Standard Class,Consumer,Seattle,Washington,98105,West,Office Supplies,Paper,32.4,5,0.0,5,5,2,4,2015,29,1,0,1
First Class,Corporate,Columbus,Indiana,47201,Central,Office Supplies,Paper,34.02,3,0.0,3,12,4,2,2015,9,1,0,0
Standard Class,Consumer,Burlington,Iowa,52601,Central,Office Supplies,Paper,44.75,5,0.0,6,12,4,1,2017,26,1,0,1
Standard Class,Corporate,Hackensack,New Jersey,7601,East,Office Supplies,Paper,177.2,5,0.0,4,7,3,4,2014,11,1,0,1
Standard Class,Corporate,Detroit,Michigan,48227,Central,Office Supplies,Paper,19.92,4,0.0,5,11,4,6,2015,29,1,0,1
Standard Class,Consumer,Yonkers,New York,10701,East,Office Supplies,Paper,26.38,1,0.0,4,3,1,1,2016,1,1,0,1
Same Day,Consumer,Des Moines,Iowa,50315,Central,Office Supplies,Paper,6.48,1,0.0,0,8,3,4,2016,12,1,0,0
Standard Class,Home Office,Clinton,Maryland,20735,East,Office Supplies,Paper,28.9,5,0.0,4,12,4,6,2015,27,1,0,1
Standard Class,Consumer,Roswell,Georgia,30076,South,Office Supplies,Paper,279.9,5,0.0,4,9,3,4,2015,4,1,0,1
Standard Class,Consumer,Roswell,Georgia,30076,South,Office Supplies,Paper,4.36,2,0.0,4,9,3,4,2015,4,1,0,1
Standard Class,Consumer,Springfield,Virginia,22153,South,Office Supplies,Paper,40.99,1,0.0,4,4,2,1,2016,12,1,0,1
Second Class,Corporate,La Porte,Indiana,46350,Central,Office Supplies,Paper,19.98,2,0.0,3,11,4,5,2016,12,1,0,0
Standard Class,Consumer,Royal Oak,Michigan,48073,Central,Office Supplies,Paper,22.38,2,0.0,4,3,1,0,2014,10,1,0,1
Standard Class,Corporate,Seattle,Washington,98103,West,Office Supplies,Paper,25.92,4,0.0,6,11,4,0,2014,24,1,0,1
Standard Class,Consumer,Florence,Alabama,35630,South,Office Supplies,Paper,12.48,2,0.0,4,6,2,6,2017,4,1,0,1
First Class,Corporate,Norwich,Connecticut,6360,East,Office Supplies,Paper,11.34,1,0.0,2,3,1,2,2016,30,1,0,0
Standard Class,Consumer,Lakeville,Minnesota,55044,Central,Office Supplies,Paper,47.18,7,0.0,7,3,1,0,2014,17,1,0,1
First Class,Consumer,Louisville,Kentucky,40214,South,Office Supplies,Paper,79.14,3,0.0,2,5,2,3,2016,5,1,0,0
Second Class,Consumer,Pleasant Grove,Utah,84062,West,Office Supplies,Paper,447.84,8,0.0,5,8,3,0,2014,4,1,0,0
Same Day,Home Office,Smyrna,Georgia,30080,South,Office Supplies,Paper,348.84,9,0.0,0,2,1,4,2016,5,1,0,0
Same Day,Home Office,Smyrna,Georgia,30080,South,Office Supplies,Paper,122.97,3,0.0,0,2,1,4,2016,5,1,0,0
Same Day,Home Office,Smyrna,Georgia,30080,South,Office Supplies,Paper,342.37,7,0.0,0,2,1,4,2016,5,1,0,0
Standard Class,Consumer,Seattle,Washington,98105,West,Office Supplies,Paper,33.9,5,0.0,4,12,4,0,2016,26,1,0,1
Second Class,Consumer,Providence,Rhode Island,2908,East,Office Supplies,Paper,39.96,4,0.0,3,4,2,2,2017,12,1,0,0
First Class,Corporate,Richmond,Kentucky,40475,South,Office Supplies,Paper,13.76,2,0.0,3,8,3,5,2017,5,1,0,0
First Class,Corporate,Mobile,Alabama,36608,South,Office Supplies,Paper,70.98,7,0.0,3,11,4,5,2016,26,1,0,0
Standard Class,Corporate,Detroit,Michigan,48234,Central,Office Supplies,Paper,12.96,2,0.0,4,12,4,5,2017,9,1,0,1
Second Class,Corporate,Newark,Delaware,19711,East,Office Supplies,Paper,7.3,2,0.0,3,11,4,5,2015,7,1,0,0
Standard Class,Home Office,Florence,Alabama,35630,South,Office Supplies,Paper,4.98,1,0.0,4,5,2,0,2016,23,1,0,1
Standard Class,Consumer,Washington,District of Columbia,20016,East,Office Supplies,Paper,19.44,3,0.0,6,5,2,3,2016,26,1,0,1
Standard Class,Consumer,Washington,District of Columbia,20016,East,Office Supplies,Paper,12.7,2,0.0,6,5,2,3,2016,26,1,0,1
First Class,Corporate,Seattle,Washington,98115,West,Office Supplies,Paper,209.7,2,0.0,1,3,1,3,2015,19,1,0,0
Standard Class,Consumer,Indianapolis,Indiana,46203,Central,Office Supplies,Paper,33.45,5,0.0,6,12,4,5,2017,9,1,0,1
Standard Class,Corporate,Franklin,Massachusetts,2038,East,Office Supplies,Paper,6.58,2,0.0,4,7,3,3,2015,9,1,0,1
Standard Class,Corporate,Milwaukee,Wisconsin,53209,Central,Office Supplies,Paper,219.84,4,0.0,4,9,3,4,2017,22,1,0,1
Second Class,Corporate,Macon,Georgia,31204,South,Office Supplies,Paper,38.88,6,0.0,2,7,3,0,2015,13,1,0,0
Second Class,Home Office,Washington,District of Columbia,20016,East,Office Supplies,Paper,40.08,6,0.0,5,1,1,3,2017,12,1,0,0
Second Class,Consumer,South Bend,Indiana,46614,Central,Office Supplies,Paper,26.4,5,0.0,5,7,3,0,2015,20,1,0,0
Second Class,Consumer,South Bend,Indiana,46614,Central,Office Supplies,Paper,97.82,2,0.0,5,7,3,0,2015,20,1,0,0
Second Class,Consumer,Seattle,Washington,98103,West,Office Supplies,Paper,6.48,1,0.0,3,8,3,4,2016,26,1,0,0
Second Class,Home Office,Seattle,Washington,98105,West,Office Supplies,Paper,6.48,1,0.0,2,3,1,3,2017,16,1,0,0
Second Class,Consumer,Springfield,Missouri,65807,Central,Office Supplies,Paper,24.9,5,0.0,5,9,3,6,2017,10,1,0,0
Standard Class,Consumer,Paterson,New Jersey,7501,East,Office Supplies,Paper,166.44,3,0.0,7,12,4,3,2017,21,1,0,1
Standard Class,Consumer,Springfield,Missouri,65807,Central,Office Supplies,Paper,17.34,3,0.0,4,11,4,0,2015,9,1,0,1
Standard Class,Consumer,Auburn,Alabama,36830,South,Office Supplies,Paper,13.08,2,0.0,5,9,3,6,2016,18,1,0,1
First Class,Home Office,Providence,Rhode Island,2908,East,Office Supplies,Paper,17.04,3,0.0,2,9,3,0,2016,19,1,0,0
Standard Class,Corporate,Leominster,Massachusetts,1453,East,Office Supplies,Paper,10.95,3,0.0,4,11,4,3,2015,26,1,0,1
Standard Class,Home Office,Bozeman,Montana,59715,West,Office Supplies,Paper,29.04,3,0.0,4,1,1,4,2015,23,1,0,1
Standard Class,Corporate,Perth Amboy,New Jersey,8861,East,Office Supplies,Paper,55.48,1,0.0,4,7,3,6,2016,17,1,0,1
First Class,Consumer,Baltimore,Maryland,21215,East,Office Supplies,Paper,39.9,5,0.0,3,9,3,1,2017,12,1,0,0
First Class,Consumer,Baltimore,Maryland,21215,East,Office Supplies,Paper,94.85,5,0.0,3,9,3,1,2017,12,1,0,0
First Class,Corporate,Seattle,Washington,98105,West,Office Supplies,Paper,5.28,1,0.0,2,4,2,3,2017,13,1,0,0
Standard Class,Consumer,Quincy,Massachusetts,2169,East,Office Supplies,Paper,14.94,3,0.0,4,11,4,6,2015,22,1,0,1
Standard Class,Home Office,Salt Lake City,Utah,84106,West,Office Supplies,Paper,45.68,2,0.0,6,10,4,5,2016,15,1,0,1
Standard Class,Home Office,Salt Lake City,Utah,84106,West,Office Supplies,Paper,60.12,9,0.0,6,10,4,5,2016,15,1,0,1
Standard Class,Home Office,Salt Lake City,Utah,84106,West,Office Supplies,Paper,71.6,8,0.0,6,10,4,5,2016,15,1,0,1
Standard Class,Consumer,Seattle,Washington,98105,West,Office Supplies,Paper,123.92,4,0.0,7,12,4,5,2016,10,1,0,1
Second Class,Consumer,Atlanta,Georgia,30318,South,Office Supplies,Paper,5.28,1,0.0,2,11,4,0,2016,14,1,0,0
Same Day,Consumer,Seattle,Washington,98115,West,Office Supplies,Paper,12.96,2,0.0,0,9,3,6,2017,17,1,0,0
Standard Class,Corporate,Rochester,New York,14609,East,Office Supplies,Paper,6.48,1,0.0,6,12,4,2,2017,20,1,0,1
First Class,Corporate,Middletown,Connecticut,6457,East,Office Supplies,Paper,48.16,7,0.0,2,9,3,5,2016,3,1,0,0
Standard Class,Corporate,Columbus,Georgia,31907,South,Office Supplies,Paper,12.96,2,0.0,5,4,2,0,2015,20,1,0,1
Second Class,Home Office,Roswell,Georgia,30076,South,Office Supplies,Paper,106.32,3,0.0,5,9,3,6,2017,17,1,0,0
Standard Class,Consumer,Lafayette,Indiana,47905,Central,Office Supplies,Paper,277.4,5,0.0,4,3,1,1,2017,21,1,0,1
Standard Class,Consumer,Lafayette,Indiana,47905,Central,Office Supplies,Paper,5.78,1,0.0,4,3,1,1,2017,21,1,0,1
First Class,Consumer,Clinton,Maryland,20735,East,Office Supplies,Paper,23.12,4,0.0,3,2,1,4,2017,10,1,0,0
Second Class,Consumer,Seattle,Washington,98115,West,Office Supplies,Paper,29.97,3,0.0,2,7,3,5,2015,11,1,0,0
Standard Class,Consumer,Newport News,Virginia,23602,South,Office Supplies,Paper,9.11,1,0.0,4,5,2,3,2017,4,1,0,1
Standard Class,Consumer,Newport News,Virginia,23602,South,Office Supplies,Paper,32.4,5,0.0,4,5,2,3,2017,4,1,0,1
Second Class,Corporate,Newark,Delaware,19711,East,Office Supplies,Paper,20.04,3,0.0,2,1,1,4,2015,2,1,0,0
Standard Class,Home Office,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Paper,12.96,2,0.0,6,10,4,5,2016,15,1,0,1
Standard Class,Corporate,Little Rock,Arkansas,72209,South,Office Supplies,Paper,114.2,5,0.0,4,8,3,6,2014,17,1,0,1
Standard Class,Home Office,Columbia,South Carolina,29203,South,Office Supplies,Paper,25.92,4,0.0,4,9,3,2,2016,14,1,0,1
Standard Class,Home Office,Alexandria,Virginia,22304,South,Office Supplies,Paper,19.44,3,0.0,5,1,1,6,2014,26,1,0,1
Standard Class,Home Office,Alexandria,Virginia,22304,South,Office Supplies,Paper,16.68,2,0.0,5,1,1,6,2014,26,1,0,1
Standard Class,Corporate,Columbus,Indiana,47201,Central,Office Supplies,Paper,14.94,3,0.0,4,5,2,5,2017,13,1,0,1
Second Class,Corporate,Saint Louis,Missouri,63116,Central,Office Supplies,Paper,25.92,4,0.0,3,12,4,2,2014,3,1,0,0
Standard Class,Consumer,Tulsa,Oklahoma,74133,Central,Office Supplies,Paper,14.94,3,0.0,5,9,3,3,2015,10,1,0,1
Second Class,Consumer,Tulsa,Oklahoma,74133,Central,Office Supplies,Paper,12.96,2,0.0,5,9,3,6,2014,7,1,0,0
Second Class,Corporate,Provo,Utah,84604,West,Office Supplies,Paper,164.88,3,0.0,4,9,3,6,2017,17,1,0,0
Second Class,Corporate,Lowell,Massachusetts,1852,East,Office Supplies,Paper,166.44,3,0.0,3,9,3,1,2014,9,1,0,0
Second Class,Corporate,Lowell,Massachusetts,1852,East,Office Supplies,Paper,26.2,2,0.0,3,9,3,1,2014,9,1,0,0
Standard Class,Consumer,Baltimore,Maryland,21215,East,Office Supplies,Paper,116.28,3,0.0,6,5,2,5,2014,24,1,0,1
Standard Class,Home Office,Carlsbad,New Mexico,88220,West,Office Supplies,Paper,19.44,3,0.0,5,6,2,4,2017,16,1,0,1
Standard Class,Home Office,Carlsbad,New Mexico,88220,West,Office Supplies,Paper,192.16,4,0.0,5,6,2,4,2017,16,1,0,1
Second Class,Consumer,Las Cruces,New Mexico,88001,West,Office Supplies,Paper,49.12,4,0.0,2,2,1,5,2015,21,1,0,0
Standard Class,Consumer,Newark,Delaware,19711,East,Office Supplies,Paper,42.28,7,0.0,6,11,4,4,2015,13,1,0,1
First Class,Home Office,Murray,Utah,84107,West,Office Supplies,Paper,48.4,5,0.0,3,5,2,0,2014,26,1,0,0
First Class,Corporate,Omaha,Nebraska,68104,Central,Office Supplies,Paper,6.48,1,0.0,1,9,3,6,2014,21,1,0,0
Standard Class,Consumer,Little Rock,Arkansas,72209,South,Office Supplies,Paper,39.96,2,0.0,7,10,4,4,2017,20,1,0,1
Second Class,Consumer,Seattle,Washington,98115,West,Office Supplies,Paper,12.96,2,0.0,2,7,3,5,2015,25,1,0,0
Second Class,Home Office,Milwaukee,Wisconsin,53209,Central,Office Supplies,Paper,179.82,9,0.0,2,11,4,0,2015,16,1,0,0
Standard Class,Home Office,Columbus,Indiana,47201,Central,Office Supplies,Paper,28.16,4,0.0,5,12,4,6,2017,17,1,0,1
Standard Class,Consumer,Atlanta,Georgia,30318,South,Office Supplies,Paper,286.93,7,0.0,4,5,2,4,2017,19,1,0,1
Standard Class,Corporate,Seattle,Washington,98105,West,Office Supplies,Paper,23.85,5,0.0,4,11,4,3,2017,2,1,0,1
Standard Class,Corporate,Rochester,New York,14609,East,Office Supplies,Paper,11.56,2,0.0,6,10,4,0,2017,23,1,0,1
Standard Class,Corporate,Rochester,New York,14609,East,Office Supplies,Paper,26.4,5,0.0,6,10,4,0,2017,23,1,0,1
Standard Class,Home Office,Columbus,Georgia,31907,South,Office Supplies,Paper,184.66,7,0.0,4,9,3,0,2017,11,1,0,1
Standard Class,Consumer,Eagan,Minnesota,55122,Central,Office Supplies,Paper,8.56,2,0.0,6,11,4,4,2017,3,1,0,1
Standard Class,Consumer,Seattle,Washington,98105,West,Office Supplies,Paper,248.08,7,0.0,6,12,4,1,2016,6,1,0,1
Standard Class,Consumer,Seattle,Washington,98105,West,Office Supplies,Paper,189.7,5,0.0,6,12,4,1,2016,6,1,0,1
Standard Class,Home Office,Seattle,Washington,98115,West,Office Supplies,Paper,20.34,3,0.0,5,4,2,2,2017,26,1,0,1
Standard Class,Home Office,Columbus,Georgia,31907,South,Office Supplies,Paper,19.36,2,0.0,5,5,2,2,2016,25,1,0,1
Standard Class,Consumer,West Jordan,Utah,84084,West,Office Supplies,Paper,92.94,3,0.0,6,11,4,6,2015,8,1,0,1
Standard Class,Consumer,Monroe,Louisiana,71203,South,Office Supplies,Paper,32.4,5,0.0,5,6,2,3,2015,11,1,0,1
Second Class,Home Office,Minneapolis,Minnesota,55407,Central,Office Supplies,Paper,26.38,1,0.0,4,11,4,0,2017,6,1,0,0
Standard Class,Home Office,Meridian,Idaho,83642,West,Office Supplies,Paper,37.94,2,0.0,5,10,4,4,2017,6,1,0,1
Second Class,Home Office,Albuquerque,New Mexico,87105,West,Office Supplies,Paper,45.36,7,0.0,5,3,1,0,2017,13,1,0,0
Second Class,Home Office,Albuquerque,New Mexico,87105,West,Office Supplies,Paper,288.24,6,0.0,5,3,1,0,2017,13,1,0,0
Standard Class,Consumer,Newark,Delaware,19711,East,Office Supplies,Paper,166.44,3,0.0,5,3,1,3,2016,3,1,0,1
Standard Class,Consumer,Springfield,Missouri,65807,Central,Office Supplies,Paper,21.93,3,0.0,5,7,3,6,2016,17,1,0,1
Standard Class,Consumer,Springfield,Missouri,65807,Central,Office Supplies,Paper,7.64,1,0.0,5,7,3,6,2016,17,1,0,1
Standard Class,Consumer,Springfield,Missouri,65807,Central,Office Supplies,Paper,51.84,8,0.0,5,7,3,6,2016,17,1,0,1
Standard Class,Consumer,Seattle,Washington,98105,West,Office Supplies,Paper,34.68,6,0.0,7,8,3,1,2016,23,1,0,1
Standard Class,Corporate,Lakewood,New Jersey,8701,East,Office Supplies,Paper,94.85,5,0.0,6,10,4,4,2015,2,1,0,1
Second Class,Corporate,Alexandria,Virginia,22304,South,Office Supplies,Paper,12.96,2,0.0,4,4,2,5,2014,5,1,0,0
Second Class,Consumer,Quincy,Massachusetts,2169,East,Office Supplies,Paper,122.97,3,0.0,5,8,3,5,2016,27,1,0,0
Second Class,Consumer,Quincy,Massachusetts,2169,East,Office Supplies,Paper,81.54,9,0.0,5,8,3,5,2016,27,1,0,0
Standard Class,Home Office,Revere,Massachusetts,2151,East,Office Supplies,Paper,19.44,3,0.0,7,12,4,6,2015,13,1,0,1
Standard Class,Home Office,Indianapolis,Indiana,46203,Central,Office Supplies,Paper,25.92,4,0.0,7,7,3,5,2017,1,1,0,1
Standard Class,Corporate,Richmond,Kentucky,40475,South,Office Supplies,Paper,629.1,6,0.0,5,11,4,4,2014,21,1,0,1
Standard Class,Corporate,Revere,Massachusetts,2151,East,Office Supplies,Paper,278.82,9,0.0,4,9,3,3,2015,10,1,0,1
