Ship Mode,Segment,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,ship_days,order_month,order_quarter,order_dayofweek,order_year,order_day,margin_potential
Standard Class,Consumer,New York City,New York,10011,East,Office Supplies,Paper,17.94,3,0.0,8.073,5,11,4,6,2015,8,17.94
Standard Class,Consumer,New York City,New York,10011,East,Office Supplies,Paper,49.12,4,0.0,23.0864,4,10,4,0,2017,2,49.12
Standard Class,Corporate,New York City,New York,10011,East,Office Supplies,Appliances,254.9,5,0.0,68.823,6,12,4,1,2017,5,254.9
Standard Class,Corporate,New York City,New York,10011,East,Office Supplies,Envelopes,16.74,3,0.0,8.37,4,11,4,6,2017,19,16.74
Standard Class,Corporate,New York City,New York,10011,East,Office Supplies,Appliances,2504.74,7,0.0,626.185,4,11,4,6,2017,19,2504.74
Second Class,Consumer,New York City,New York,10011,East,Office Supplies,Paper,26.38,1,0.0,12.1348,5,3,1,0,2017,6,26.38
Standard Class,Consumer,New York City,New York,10011,East,Office Supplies,Envelopes,16.52,4,0.0,7.5992,6,1,1,4,2016,15,16.52
Standard Class,Consumer,New York City,New York,10011,East,Office Supplies,Paper,60.12,9,0.0,28.8576,6,1,1,4,2016,15,60.12
Standard Class,Consumer,New York City,New York,10011,East,Office Supplies,Storage,991.2,6,0.0,257.712,4,9,3,0,2015,14,991.2
Same Day,Consumer,New York City,New York,10011,East,Office Supplies,Storage,13.96,2,0.0,0.2792,0,9,3,0,2015,7,13.96
Standard Class,Home Office,New York City,New York,10011,East,Office Supplies,Paper,11.36,2,0.0,5.2256,4,11,4,4,2014,14,11.36
Standard Class,Consumer,New York City,New York,10011,East,Office Supplies,Paper,42.93,9,0.0,19.3185,6,4,2,5,2017,1,42.93
Standard Class,Corporate,New York City,New York,10011,East,Office Supplies,Storage,77.55,5,0.0,20.163,5,11,4,6,2016,13,77.55
Standard Class,Corporate,New York City,New York,10011,East,Office Supplies,Storage,24.88,2,0.0,6.9664,5,11,4,6,2016,13,24.88
Standard Class,Corporate,New York City,New York,10011,East,Office Supplies,Art,140.75,5,0.0,39.41,5,11,4,6,2016,13,140.75
Standard Class,Corporate,New York City,New York,10011,East,Office Supplies,Storage,36.63,3,0.0,9.8901,5,11,4,6,2016,13,36.63
Standard Class,Consumer,New York City,New York,10011,East,Office Supplies,Paper,24.96,4,0.0,11.232,5,6,2,0,2015,29,24.96
Second Class,Corporate,New York City,New York,10011,East,Office Supplies,Supplies,347.58,3,0.0,17.379,2,3,1,3,2017,23,347.58
Standard Class,Consumer,New York City,New York,10011,East,Office Supplies,Art,6.6,3,0.0,2.904,6,6,2,0,2014,30,6.6
Standard Class,Corporate,New York City,New York,10011,East,Office Supplies,Art,8.4,5,0.0,4.2,4,6,2,5,2017,10,8.4
Standard Class,Consumer,New York City,New York,10011,East,Office Supplies,Supplies,22.72,4,0.0,6.5888,4,9,3,6,2016,4,22.72
Standard Class,Home Office,New York City,New York,10011,East,Office Supplies,Storage,83.56,4,0.0,1.6712,4,11,4,3,2017,30,83.56
Standard Class,Home Office,New York City,New York,10011,East,Office Supplies,Storage,269.49,3,0.0,5.3898,4,11,4,3,2017,30,269.49
Standard Class,Consumer,New York City,New York,10011,East,Office Supplies,Storage,117.96,2,0.0,5.898,5,2,1,1,2016,2,117.96
Second Class,Consumer,New York City,New York,10011,East,Office Supplies,Storage,1395.54,9,0.0,362.8404,4,9,3,0,2014,29,1395.54
Second Class,Consumer,New York City,New York,10011,East,Office Supplies,Labels,18.9,3,0.0,8.694,4,9,3,0,2014,29,18.9
Second Class,Consumer,New York City,New York,10011,East,Office Supplies,Paper,77.52,2,0.0,37.9848,4,9,3,0,2014,29,77.52
Standard Class,Consumer,New York City,New York,10011,East,Office Supplies,Paper,192.16,4,0.0,92.2368,6,9,3,0,2016,5,192.16
Standard Class,Home Office,New York City,New York,10011,East,Office Supplies,Appliances,414.96,2,0.0,124.488,4,12,4,4,2015,25,414.96
First Class,Consumer,New York City,New York,10011,East,Office Supplies,Supplies,54.9,5,0.0,15.372,2,4,2,6,2017,23,54.9
Standard Class,Consumer,New York City,New York,10011,East,Office Supplies,Supplies,10.95,3,0.0,3.285,6,9,3,3,2016,1,10.95
Standard Class,Home Office,New York City,New York,10011,East,Office Supplies,Labels,14.94,3,0.0,6.8724,6,11,4,6,2016,13,14.94
Standard Class,Consumer,New York City,New York,10011,East,Office Supplies,Paper,49.12,4,0.0,23.0864,4,7,3,4,2014,11,49.12
Standard Class,Corporate,New York City,New York,10011,East,Office Supplies,Appliances,8.39,1,0.0,2.0975,6,9,3,6,2015,6,8.39
Standard Class,Consumer,New York City,New York,10011,East,Office Supplies,Paper,14.62,2,0.0,6.7252,5,12,4,2,2016,14,14.62
Standard Class,Consumer,New York City,New York,10011,East,Office Supplies,Labels,5.76,2,0.0,2.8224,5,12,4,2,2016,14,5.76
Standard Class,Consumer,New York City,New York,10011,East,Office Supplies,Fasteners,21.48,6,0.0,10.5252,5,12,4,2,2016,14,21.48
Standard Class,Consumer,New York City,New York,10011,East,Office Supplies,Storage,17.15,1,0.0,4.6305,5,12,4,2,2016,14,17.15
Standard Class,Corporate,New York City,New York,10011,East,Office Supplies,Paper,45.36,4,0.0,22.2264,6,6,2,5,2017,3,45.36
Standard Class,Consumer,New York City,New York,10011,East,Office Supplies,Paper,32.4,5,0.0,15.552,5,9,3,1,2017,19,32.4
Second Class,Corporate,New York City,New York,10011,East,Office Supplies,Storage,1247.64,3,0.0,349.3392,5,11,4,4,2017,17,1247.64
Second Class,Consumer,New York City,New York,10011,East,Office Supplies,Art,6.99,3,0.0,2.0271,3,11,4,0,2017,27,6.99
Standard Class,Home Office,New York City,New York,10011,East,Office Supplies,Envelopes,16.98,1,0.0,8.49,6,4,2,1,2017,4,16.98
Standard Class,Consumer,New York City,New York,10011,East,Office Supplies,Labels,5.22,2,0.0,2.4012,7,1,1,6,2017,29,5.22
Standard Class,Corporate,New York City,New York,10011,East,Office Supplies,Storage,28.14,3,0.0,7.8792,5,11,4,4,2016,11,28.14
Standard Class,Corporate,New York City,New York,10011,East,Office Supplies,Art,92.94,3,0.0,25.0938,5,11,4,4,2016,11,92.94
Standard Class,Consumer,New York City,New York,10011,East,Office Supplies,Paper,318.96,9,0.0,149.9112,4,11,4,0,2017,6,318.96
Standard Class,Consumer,New York City,New York,10011,East,Office Supplies,Paper,12.96,2,0.0,6.3504,4,3,1,1,2016,8,12.96
Standard Class,Consumer,New York City,New York,10011,East,Office Supplies,Supplies,70.12,4,0.0,21.036,4,8,3,6,2017,6,70.12
Standard Class,Consumer,New York City,New York,10011,East,Office Supplies,Paper,14.94,3,0.0,7.0218,5,9,3,0,2014,15,14.94
Standard Class,Consumer,New York City,New York,10011,East,Office Supplies,Paper,38.88,6,0.0,18.6624,4,11,4,4,2017,17,38.88
Standard Class,Corporate,New York City,New York,10011,East,Office Supplies,Storage,70.26,3,0.0,18.9702,5,9,3,0,2015,7,70.26
Standard Class,Corporate,New York City,New York,10011,East,Office Supplies,Fasteners,7.24,4,0.0,2.3892,5,9,3,0,2015,7,7.24
Second Class,Consumer,New York City,New York,10011,East,Office Supplies,Paper,123.92,4,0.0,55.764,5,10,4,2,2014,8,123.92
Standard Class,Home Office,New York City,New York,10011,East,Office Supplies,Art,66.03,3,0.0,17.1678,4,9,3,6,2014,21,66.03
Standard Class,Corporate,New York City,New York,10011,East,Office Supplies,Art,114.95,5,0.0,32.186,4,10,4,6,2016,30,114.95
First Class,Consumer,New York City,New York,10011,East,Office Supplies,Labels,75.18,6,0.0,35.3346,3,9,3,5,2014,20,75.18
First Class,Consumer,New York City,New York,10011,East,Office Supplies,Appliances,30.98,1,0.0,8.0548,3,9,3,5,2014,20,30.98
Standard Class,Consumer,New York City,New York,10011,East,Office Supplies,Fasteners,40.67,7,0.0,12.6077,4,10,4,3,2016,27,40.67
Standard Class,Consumer,New York City,New York,10011,East,Office Supplies,Storage,33.48,2,0.0,1.3392,4,10,4,3,2016,27,33.48
Second Class,Corporate,New York City,New York,10011,East,Furniture,Furnishings,40.48,2,0.0,15.7872,5,8,3,4,2017,18,40.48
Second Class,Corporate,New York City,New York,10011,East,Furniture,Furnishings,9.94,2,0.0,3.0814,5,8,3,4,2017,18,9.94
Second Class,Corporate,New York City,New York,10011,East,Technology,Phones,37.91,1,0.0,10.9939,5,8,3,4,2017,18,37.91
Second Class,Corporate,New York City,New York,10011,East,Furniture,Furnishings,88.02,3,0.0,27.2862,5,8,3,4,2017,18,88.02
Second Class,Home Office,New York City,New York,10011,East,Technology,Phones,160.93,7,0.0,3.2186,3,10,4,3,2017,5,160.93
Standard Class,Corporate,New York City,New York,10011,East,Furniture,Furnishings,13.96,2,0.0,6.7008,4,7,3,0,2015,6,13.96
Standard Class,Corporate,New York City,New York,10011,East,Furniture,Furnishings,155.82,3,0.0,63.8862,4,7,3,0,2015,6,155.82
Standard Class,Corporate,New York City,New York,10011,East,Technology,Phones,124.95,5,0.0,2.499,4,7,3,0,2015,6,124.95
Second Class,Consumer,New York City,New York,10011,East,Furniture,Furnishings,29.78,2,0.0,8.0406,2,3,1,4,2017,31,29.78
Second Class,Consumer,New York City,New York,10011,East,Technology,Phones,677.58,3,0.0,176.1708,2,3,1,4,2017,31,677.58
First Class,Corporate,New York City,New York,10011,East,Furniture,Furnishings,547.3,13,0.0,175.136,2,10,4,0,2017,16,547.3
Standard Class,Consumer,New York City,New York,10011,East,Furniture,Furnishings,35.92,4,0.0,15.0864,5,5,2,3,2016,19,35.92
Standard Class,Consumer,New York City,New York,10011,East,Furniture,Furnishings,39.76,8,0.0,12.3256,5,5,2,3,2016,19,39.76
Standard Class,Consumer,New York City,New York,10011,East,Technology,Accessories,59.97,3,0.0,14.9925,5,11,4,4,2016,11,59.97
Standard Class,Consumer,New York City,New York,10011,East,Furniture,Furnishings,259.7,5,0.0,106.477,4,11,4,6,2015,1,259.7
Standard Class,Consumer,New York City,New York,10011,East,Technology,Phones,42.95,1,0.0,1.2885,4,11,4,6,2015,1,42.95
Standard Class,Consumer,New York City,New York,10011,East,Technology,Accessories,1399.93,7,0.0,601.9699,4,11,4,6,2015,1,1399.93
Standard Class,Consumer,New York City,New York,10011,East,Technology,Phones,503.96,4,0.0,125.99,4,11,4,6,2015,1,503.96
Second Class,Consumer,New York City,New York,10011,East,Technology,Phones,119.7,6,0.0,31.122,5,3,1,4,2017,17,119.7
Second Class,Consumer,New York City,New York,10011,East,Technology,Accessories,57.06,3,0.0,18.2592,5,3,1,4,2017,17,57.06
Second Class,Consumer,New York City,New York,10011,East,Technology,Accessories,71.6,8,0.0,13.604,5,3,1,4,2017,17,71.6
Standard Class,Corporate,New York City,New York,10011,East,Furniture,Furnishings,20.94,3,0.0,6.0726,6,12,4,1,2017,5,20.94
Standard Class,Corporate,New York City,New York,10011,East,Furniture,Furnishings,58.68,2,0.0,18.1908,6,12,4,1,2017,5,58.68
Second Class,Consumer,New York City,New York,10011,East,Furniture,Furnishings,71.97,3,0.0,16.5531,5,3,1,0,2017,6,71.97
Second Class,Consumer,New York City,New York,10011,East,Furniture,Furnishings,276.69,3,0.0,49.8042,2,6,2,5,2017,24,276.69
Standard Class,Consumer,New York City,New York,10011,East,Furniture,Furnishings,63.94,1,0.0,24.9366,4,9,3,6,2016,4,63.94
Standard Class,Home Office,New York City,New York,10011,East,Technology,Phones,546.06,3,0.0,163.818,4,11,4,3,2017,30,546.06
First Class,Corporate,New York City,New York,10011,East,Technology,Accessories,899.91,9,0.0,395.9604,2,9,3,4,2015,25,899.91
Second Class,Consumer,New York City,New York,10011,East,Furniture,Furnishings,117.36,4,0.0,36.3816,4,9,3,0,2014,29,117.36
Standard Class,Consumer,New York City,New York,10011,East,Technology,Accessories,468.9,6,0.0,206.316,6,9,3,3,2016,1,468.9
Standard Class,Consumer,New York City,New York,10011,East,Technology,Accessories,72.48,2,0.0,30.4416,6,9,3,3,2016,1,72.48
Standard Class,Consumer,New York City,New York,10011,East,Furniture,Furnishings,191.82,3,0.0,61.3824,6,9,3,3,2016,1,191.82
Standard Class,Home Office,New York City,New York,10011,East,Technology,Phones,2279.96,4,0.0,592.7896,6,11,4,6,2016,13,2279.96
Standard Class,Corporate,New York City,New York,10011,East,Technology,Phones,337.98,2,0.0,101.394,6,9,3,6,2015,6,337.98
Standard Class,Consumer,New York City,New York,10011,East,Furniture,Furnishings,396.92,4,0.0,198.46,5,12,4,2,2016,14,396.92
Standard Class,Corporate,New York City,New York,10011,East,Technology,Machines,78.66,6,0.0,36.1836,6,6,2,5,2017,3,78.66
Second Class,Corporate,New York City,New York,10011,East,Technology,Phones,824.97,3,0.0,214.4922,4,10,4,4,2015,16,824.97
Standard Class,Corporate,New York City,New York,10011,East,Technology,Accessories,36.0,2,0.0,6.48,5,11,4,4,2016,11,36.0
Standard Class,Consumer,New York City,New York,10011,East,Furniture,Furnishings,113.6,8,0.0,44.304,4,3,1,1,2016,8,113.6
First Class,Consumer,New York City,New York,10011,East,Technology,Accessories,99.98,2,0.0,7.9984,1,7,3,2,2014,23,99.98
Standard Class,Consumer,New York City,New York,10011,East,Furniture,Furnishings,14.56,2,0.0,6.2608,5,9,3,0,2014,15,14.56
Standard Class,Consumer,New York City,New York,10011,East,Furniture,Furnishings,187.76,4,0.0,76.9816,4,11,4,4,2017,17,187.76
Standard Class,Consumer,New York City,New York,10011,East,Technology,Phones,299.9,2,0.0,74.975,4,3,1,0,2017,13,299.9
Standard Class,Corporate,New York City,New York,10011,East,Technology,Accessories,90.0,5,0.0,16.2,5,9,3,0,2015,7,90.0
First Class,Corporate,New York City,New York,10011,East,Furniture,Furnishings,135.8,7,0.0,66.542,1,2,1,6,2016,21,135.8
First Class,Corporate,New York City,New York,10011,East,Technology,Phones,43.6,4,0.0,12.208,2,9,3,0,2016,5,43.6
First Class,Consumer,New York City,New York,10011,East,Technology,Phones,629.95,5,0.0,157.4875,3,9,3,5,2014,20,629.95
First Class,Consumer,New York City,New York,10011,East,Technology,Phones,1349.91,9,0.0,661.4559,3,9,3,5,2014,20,1349.91
Standard Class,Consumer,New York City,New York,10011,East,Technology,Phones,179.7,6,0.0,88.053,6,5,2,1,2016,31,179.7
Standard Class,Corporate,New York City,New York,10024,East,Technology,Phones,1029.95,5,0.0,298.6855,6,12,4,6,2016,11,1029.95
Second Class,Corporate,New York City,New York,10024,East,Furniture,Furnishings,26.8,2,0.0,12.864,5,5,2,0,2015,4,26.8
Standard Class,Home Office,New York City,New York,10024,East,Technology,Machines,3991.98,2,0.0,1995.99,5,11,4,1,2014,4,3991.98
Standard Class,Home Office,New York City,New York,10024,East,Technology,Phones,275.94,6,0.0,80.0226,5,11,4,1,2014,4,275.94
Standard Class,Home Office,New York City,New York,10024,East,Technology,Accessories,360.0,4,0.0,129.6,5,11,4,1,2014,4,360.0
Standard Class,Consumer,New York City,New York,10024,East,Technology,Accessories,159.98,2,0.0,57.5928,5,7,3,1,2014,22,159.98
Standard Class,Consumer,New York City,New York,10024,East,Technology,Phones,14.85,3,0.0,4.0095,7,12,4,3,2017,28,14.85
Same Day,Consumer,New York City,New York,10024,East,Technology,Accessories,2309.65,7,0.0,762.1845,0,7,3,4,2015,31,2309.65
First Class,Consumer,New York City,New York,10024,East,Furniture,Furnishings,113.79,3,0.0,20.4822,1,12,4,6,2016,4,113.79
First Class,Consumer,New York City,New York,10024,East,Technology,Accessories,78.15,1,0.0,34.386,1,12,4,6,2016,4,78.15
Standard Class,Home Office,New York City,New York,10024,East,Technology,Phones,22.0,4,0.0,5.5,6,8,3,0,2016,29,22.0
Standard Class,Consumer,New York City,New York,10024,East,Furniture,Furnishings,39.98,2,0.0,9.995,4,9,3,4,2016,2,39.98
First Class,Consumer,New York City,New York,10024,East,Technology,Phones,307.98,2,0.0,89.3142,3,8,3,6,2015,9,307.98
First Class,Consumer,New York City,New York,10024,East,Furniture,Furnishings,47.04,3,0.0,18.3456,3,8,3,6,2015,9,47.04
First Class,Consumer,New York City,New York,10024,East,Furniture,Furnishings,6.16,2,0.0,2.9568,3,8,3,6,2015,9,6.16
First Class,Consumer,New York City,New York,10024,East,Technology,Phones,979.95,5,0.0,274.386,3,8,3,6,2015,9,979.95
First Class,Consumer,New York City,New York,10024,East,Technology,Accessories,247.8,4,0.0,34.692,3,8,3,6,2015,9,247.8
First Class,Home Office,New York City,New York,10024,East,Technology,Phones,347.97,3,0.0,100.9113,3,8,3,6,2017,27,347.97
Second Class,Consumer,New York City,New York,10024,East,Technology,Phones,631.96,4,0.0,303.3408,4,10,4,4,2015,9,631.96
Standard Class,Consumer,New York City,New York,10024,East,Furniture,Furnishings,22.23,1,0.0,9.7812,6,6,2,4,2017,30,22.23
First Class,Home Office,New York City,New York,10024,East,Technology,Phones,2399.6,8,0.0,647.892,2,10,4,6,2017,22,2399.6
First Class,Home Office,New York City,New York,10024,East,Technology,Phones,52.99,1,0.0,0.5299,2,10,4,6,2017,22,52.99
Standard Class,Corporate,New York City,New York,10024,East,Technology,Phones,129.98,2,0.0,62.3904,4,12,4,3,2014,4,129.98
Standard Class,Consumer,New York City,New York,10024,East,Technology,Phones,377.97,3,0.0,109.6113,6,9,3,6,2014,7,377.97
Standard Class,Corporate,New York City,New York,10024,East,Technology,Phones,430.88,2,0.0,124.9552,6,11,4,4,2017,10,430.88
Standard Class,Consumer,New York City,New York,10024,East,Technology,Accessories,89.97,3,0.0,18.8937,5,12,4,0,2016,26,89.97
Second Class,Home Office,New York City,New York,10024,East,Furniture,Furnishings,35.28,3,0.0,11.9952,4,6,2,3,2015,4,35.28
Standard Class,Consumer,New York City,New York,10024,East,Furniture,Furnishings,14.56,2,0.0,6.2608,5,5,2,3,2017,18,14.56
First Class,Consumer,New York City,New York,10024,East,Technology,Phones,617.97,3,0.0,160.6722,3,6,2,5,2014,21,617.97
Standard Class,Consumer,New York City,New York,10024,East,Furniture,Furnishings,89.34,6,0.0,24.1218,4,11,4,6,2014,2,89.34
Standard Class,Consumer,New York City,New York,10024,East,Technology,Phones,239.97,3,0.0,67.1916,4,6,2,0,2017,26,239.97
First Class,Consumer,New York City,New York,10024,East,Technology,Phones,773.94,6,0.0,224.4426,2,12,4,0,2015,7,773.94
Second Class,Consumer,New York City,New York,10024,East,Technology,Accessories,41.9,2,0.0,8.799,3,7,3,5,2017,15,41.9
Standard Class,Consumer,New York City,New York,10024,East,Furniture,Furnishings,79.44,3,0.0,30.1872,7,5,2,4,2015,8,79.44
Standard Class,Corporate,New York City,New York,10024,East,Furniture,Furnishings,82.26,3,0.0,33.7266,7,10,4,3,2016,13,82.26
Standard Class,Consumer,New York City,New York,10024,East,Technology,Machines,6999.96,4,0.0,2239.9872,7,12,4,6,2014,14,6999.96
Second Class,Consumer,New York City,New York,10024,East,Technology,Phones,279.86,14,0.0,134.3328,3,9,3,5,2015,19,279.86
Standard Class,Corporate,New York City,New York,10024,East,Technology,Phones,227.46,6,0.0,65.9634,6,2,1,0,2017,6,227.46
First Class,Consumer,New York City,New York,10024,East,Furniture,Furnishings,41.96,2,0.0,10.9096,3,12,4,1,2017,5,41.96
Standard Class,Consumer,New York City,New York,10024,East,Technology,Accessories,843.9,2,0.0,371.316,5,12,4,4,2015,25,843.9
Standard Class,Corporate,New York City,New York,10024,East,Technology,Phones,833.94,6,0.0,216.8244,5,11,4,3,2014,20,833.94
First Class,Corporate,New York City,New York,10024,East,Technology,Phones,464.0,5,0.0,134.56,2,5,2,4,2014,30,464.0
Standard Class,Home Office,New York City,New York,10024,East,Technology,Machines,3404.5,5,0.0,1668.205,4,6,2,5,2017,17,3404.5
Standard Class,Home Office,New York City,New York,10024,East,Technology,Accessories,101.34,3,0.0,8.1072,4,6,2,5,2017,17,101.34
Same Day,Corporate,New York City,New York,10024,East,Technology,Phones,549.98,2,0.0,142.9948,0,11,4,6,2015,8,549.98
Same Day,Corporate,New York City,New York,10024,East,Furniture,Furnishings,11.82,3,0.0,4.728,0,11,4,6,2015,8,11.82
Same Day,Corporate,New York City,New York,10024,East,Technology,Machines,4643.8,4,0.0,2229.024,0,11,4,6,2015,8,4643.8
Standard Class,Consumer,New York City,New York,10024,East,Technology,Accessories,7.88,4,0.0,2.5216,4,11,4,1,2017,7,7.88
Same Day,Corporate,New York City,New York,10024,East,Technology,Machines,1035.8,4,0.0,269.308,0,10,4,4,2015,30,1035.8
Standard Class,Corporate,New York City,New York,10024,East,Furniture,Furnishings,10.02,3,0.0,4.4088,5,5,2,3,2016,12,10.02
Standard Class,Corporate,New York City,New York,10024,East,Technology,Phones,631.96,4,0.0,303.3408,5,5,2,3,2016,12,631.96
Second Class,Corporate,New York City,New York,10024,East,Furniture,Furnishings,45.98,1,0.0,7.8166,3,1,1,0,2016,25,45.98
Second Class,Consumer,New York City,New York,10024,East,Technology,Phones,99.98,2,0.0,3.9992,5,11,4,6,2017,5,99.98
Second Class,Consumer,New York City,New York,10024,East,Furniture,Furnishings,101.4,5,0.0,38.532,5,11,4,6,2017,5,101.4
Standard Class,Consumer,New York City,New York,10024,East,Technology,Accessories,89.97,3,0.0,39.5868,4,2,1,1,2016,16,89.97
Second Class,Consumer,New York City,New York,10024,East,Technology,Phones,135.99,1,0.0,36.7173,2,7,3,5,2015,18,135.99
Second Class,Consumer,New York City,New York,10024,East,Furniture,Furnishings,7.38,1,0.0,2.1402,2,7,3,5,2015,18,7.38
Standard Class,Corporate,New York City,New York,10024,East,Office Supplies,Fasteners,15.26,7,0.0,6.2566,6,12,4,6,2016,11,15.26
First Class,Consumer,New York City,New York,10024,East,Office Supplies,Storage,80.58,6,0.0,22.5624,3,12,4,5,2016,10,80.58
First Class,Consumer,New York City,New York,10024,East,Office Supplies,Envelopes,361.92,4,0.0,162.864,3,12,4,5,2016,10,361.92
Standard Class,Home Office,New York City,New York,10024,East,Office Supplies,Storage,43.57,1,0.0,13.071,5,11,4,1,2014,4,43.57
Standard Class,Consumer,New York City,New York,10024,East,Office Supplies,Appliances,35.91,3,0.0,9.6957,5,12,4,6,2017,24,35.91
Standard Class,Corporate,New York City,New York,10024,East,Office Supplies,Art,14.7,5,0.0,6.615,6,6,2,6,2016,26,14.7
Standard Class,Corporate,New York City,New York,10024,East,Office Supplies,Storage,704.25,5,0.0,84.51,6,6,2,6,2016,26,704.25
Standard Class,Consumer,New York City,New York,10024,East,Office Supplies,Art,5.96,2,0.0,1.6688,5,7,3,1,2014,22,5.96
Standard Class,Consumer,New York City,New York,10024,East,Office Supplies,Labels,72.45,7,0.0,34.776,7,12,4,3,2017,28,72.45
Standard Class,Consumer,New York City,New York,10024,East,Office Supplies,Fasteners,13.96,4,0.0,6.4216,7,12,4,3,2017,28,13.96
Standard Class,Home Office,New York City,New York,10024,East,Office Supplies,Paper,379.4,10,0.0,178.318,6,10,4,6,2016,23,379.4
Standard Class,Consumer,New York City,New York,10024,East,Office Supplies,Storage,64.96,2,0.0,2.5984,5,11,4,5,2016,19,64.96
Standard Class,Consumer,New York City,New York,10024,East,Office Supplies,Storage,68.6,4,0.0,18.522,5,11,4,5,2016,19,68.6
Second Class,Corporate,New York City,New York,10024,East,Office Supplies,Appliances,355.32,9,0.0,99.4896,5,8,3,3,2016,18,355.32
Same Day,Consumer,New York City,New York,10024,East,Office Supplies,Paper,19.44,3,0.0,9.3312,0,7,3,4,2015,31,19.44
First Class,Consumer,New York City,New York,10024,East,Office Supplies,Paper,40.56,4,0.0,19.8744,1,12,4,6,2016,4,40.56
First Class,Consumer,New York City,New York,10024,East,Office Supplies,Storage,182.94,3,0.0,3.6588,1,12,4,6,2016,4,182.94
First Class,Consumer,New York City,New York,10024,East,Office Supplies,Storage,193.86,2,0.0,11.6316,1,12,4,6,2016,4,193.86
Standard Class,Consumer,New York City,New York,10024,East,Office Supplies,Art,75.48,2,0.0,19.6248,4,9,3,4,2016,2,75.48
Standard Class,Home Office,New York City,New York,10024,East,Office Supplies,Labels,28.91,7,0.0,13.2986,5,3,1,6,2017,19,28.91
Second Class,Corporate,New York City,New York,10024,East,Office Supplies,Envelopes,62.96,4,0.0,28.332,5,4,2,6,2017,30,62.96
First Class,Consumer,New York City,New York,10024,East,Office Supplies,Storage,41.96,2,0.0,2.9372,3,8,3,6,2015,9,41.96
First Class,Consumer,New York City,New York,10024,East,Office Supplies,Paper,143.7,3,0.0,68.976,3,8,3,6,2015,9,143.7
First Class,Consumer,New York City,New York,10024,East,Office Supplies,Fasteners,10.65,3,0.0,5.0055,3,8,3,6,2015,9,10.65
First Class,Home Office,New York City,New York,10024,East,Office Supplies,Storage,63.84,8,0.0,16.5984,3,8,3,6,2017,27,63.84
Standard Class,Corporate,New York City,New York,10024,East,Office Supplies,Paper,34.86,7,0.0,16.3842,4,3,1,0,2014,17,34.86
Standard Class,Corporate,New York City,New York,10024,East,Office Supplies,Paper,155.04,4,0.0,75.9696,4,3,1,0,2014,17,155.04
Second Class,Consumer,New York City,New York,10024,East,Office Supplies,Paper,23.92,4,0.0,10.764,4,10,4,4,2015,9,23.92
Standard Class,Consumer,New York City,New York,10024,East,Office Supplies,Storage,248.57,7,0.0,67.1139,6,6,2,4,2017,30,248.57
Standard Class,Consumer,New York City,New York,10024,East,Office Supplies,Appliances,121.94,2,0.0,35.3626,6,4,2,6,2017,23,121.94
Standard Class,Consumer,New York City,New York,10024,East,Office Supplies,Supplies,122.71,7,0.0,36.813,6,4,2,6,2017,23,122.71
First Class,Home Office,New York City,New York,10024,East,Office Supplies,Envelopes,63.9,5,0.0,28.755,2,10,4,6,2017,22,63.9
Standard Class,Corporate,New York City,New York,10024,East,Office Supplies,Appliances,61.44,3,0.0,16.5888,4,10,4,6,2016,2,61.44
Standard Class,Consumer,New York City,New York,10024,East,Office Supplies,Paper,25.68,6,0.0,11.556,6,3,1,3,2017,23,25.68
Same Day,Consumer,New York City,New York,10024,East,Office Supplies,Paper,18.76,2,0.0,9.0048,0,9,3,6,2017,10,18.76
Same Day,Consumer,New York City,New York,10024,East,Office Supplies,Storage,44.94,3,0.0,12.5832,0,5,2,0,2016,2,44.94
Second Class,Home Office,New York City,New York,10024,East,Office Supplies,Paper,30.44,4,0.0,14.3068,4,6,2,3,2015,4,30.44
Second Class,Consumer,New York City,New York,10024,East,Office Supplies,Paper,108.92,14,0.0,49.014,3,3,1,1,2014,11,108.92
First Class,Corporate,New York City,New York,10024,East,Office Supplies,Paper,70.88,2,0.0,33.3136,1,8,3,5,2016,6,70.88
Second Class,Consumer,New York City,New York,10024,East,Office Supplies,Storage,40.74,3,0.0,0.4074,3,6,2,4,2016,17,40.74
Second Class,Consumer,New York City,New York,10024,East,Office Supplies,Storage,465.18,3,0.0,120.9468,2,12,4,0,2016,5,465.18
Second Class,Consumer,New York City,New York,10024,East,Office Supplies,Envelopes,29.34,3,0.0,13.4964,4,3,1,5,2016,12,29.34
Standard Class,Consumer,New York City,New York,10024,East,Office Supplies,Art,29.79,3,0.0,12.5118,4,11,4,4,2015,27,29.79
Standard Class,Consumer,New York City,New York,10024,East,Office Supplies,Paper,18.98,2,0.0,8.9206,5,10,4,0,2017,9,18.98
Standard Class,Consumer,New York City,New York,10024,East,Office Supplies,Art,88.04,4,0.0,22.8904,5,4,2,4,2016,1,88.04
Standard Class,Corporate,New York City,New York,10024,East,Office Supplies,Appliances,56.52,3,0.0,15.8256,4,12,4,1,2014,23,56.52
Second Class,Consumer,New York City,New York,10024,East,Office Supplies,Labels,21.93,3,0.0,10.3071,5,4,2,5,2015,18,21.93
Same Day,Home Office,New York City,New York,10024,East,Office Supplies,Labels,7.31,1,0.0,3.4357,0,12,4,3,2015,10,7.31
Same Day,Home Office,New York City,New York,10024,East,Office Supplies,Paper,41.28,6,0.0,18.9888,0,12,4,3,2015,10,41.28
